# OWASP ZAP Baseline Rules Configuration
# Format: pluginid	name	description	risk	confidence	enabled
# Risk levels: 0=Informational, 1=Low, 2=Medium, 3=High
# Confidence levels: 0=False Positive, 1=Low, 2=Medium, 3=High, 4=Confirmed

# Authentication and Session Management
10015	Incorrect Content-Type for SOAP requests	SOAP requests with incorrect Content-Type	2	2	TRUE
10019	Weak Authentication Method	Weak authentication method	3	3	TRUE
10020	Anti CSRF Tokens Scanner	Anti CSRF tokens scanner	2	2	TRUE
10023	XSS in script tag	XSS in script tag	2	2	TRUE
10024	XSS in attribute	XSS in attribute	2	2	TRUE
10025	XSS in tag	XSS in tag	2	2	TRUE
10026	XSS in href	XSS in href	2	2	TRUE
10027	XSS in src	XSS in src	2	2	TRUE
10028	XSS in event	XSS in event	2	2	TRUE
10030	Directory Browsing	Directory browsing	1	2	TRUE
10031	Hidden File Finder	Hidden file finder	1	2	TRUE
10035	Strict-Transport-Security	Strict-Transport-Security	2	2	TRUE
10036	HTTP Server Response Header Scanner	HTTP server response header scanner	1	2	TRUE
10037	Server Leaks Information	Server leaks information	1	2	TRUE
10038	Content-Type Header Missing	Content-Type header missing	1	2	TRUE
10039	XSS Passive Scan	XSS passive scan	2	2	TRUE
10040	SQL Injection	SQL injection	3	3	TRUE
10041	SQL Injection - MySQL	SQL injection - MySQL	3	3	TRUE
10042	SQL Injection - PostgreSQL	SQL injection - PostgreSQL	3	3	TRUE
10043	SQL Injection - Oracle	SQL injection - Oracle	3	3	TRUE
10044	SQL Injection - SQLite	SQL injection - SQLite	3	3	TRUE
10045	SQL Injection - MsSQL	SQL injection - MsSQL	3	3	TRUE
10046	SQL Injection - HypersonicSQL	SQL injection - HypersonicSQL	3	3	TRUE
10047	SQL Injection - Db2	SQL injection - Db2	3	3	TRUE
10048	SQL Injection - Firebird	SQL injection - Firebird	3	3	TRUE
10049	SQL Injection - MSAccess	SQL injection - MSAccess	3	3	TRUE
10050	SQL Injection - Sybase	SQL injection - Sybase	3	3	TRUE
10051	SQL Injection - SAP MaxDB	SQL injection - SAP MaxDB	3	3	TRUE
10052	SQL Injection - Informix	SQL injection - Informix	3	3	TRUE
10053	SQL Injection - HSQLDB	SQL injection - HSQLDB	3	3	TRUE
10054	SQL Injection - Ingres	SQL injection - Ingres	3	3	TRUE
10055	SQL Injection - FrontBase	SQL injection - FrontBase	3	3	TRUE
10056	SQL Injection - H2	SQL injection - H2	3	3	TRUE
10057	SQL Injection - MongoDB	SQL injection - MongoDB	3	3	TRUE
10058	SQL Injection - CouchDB	SQL injection - CouchDB	3	3	TRUE
10059	SQL Injection - Cassandra	SQL injection - Cassandra	3	3	TRUE
10060	SQL Injection - Redis	SQL injection - Redis	3	3	TRUE
10061	SQL Injection - Elasticsearch	SQL injection - Elasticsearch	3	3	TRUE
10062	SQL Injection - Neo4j	SQL injection - Neo4j	3	3	TRUE
10063	SQL Injection - Memcached	SQL injection - Memcached	3	3	TRUE
10064	SQL Injection - Couchbase	SQL injection - Couchbase	3	3	TRUE
10065	SQL Injection - HBase	SQL injection - HBase	3	3	TRUE
10066	SQL Injection - Vertica	SQL injection - Vertica	3	3	TRUE
10067	SQL Injection - Teradata	SQL injection - Teradata	3	3	TRUE
10068	SQL Injection - Greenplum	SQL injection - Greenplum	3	3	TRUE
10069	SQL Injection - Impala	SQL injection - Impala	3	3	TRUE
10070	SQL Injection - Spark SQL	Spark SQL injection	3	3	TRUE
10071	SQL Injection - Presto	Presto injection	3	3	TRUE
10072	SQL Injection - Athena	Athena injection	3	3	TRUE
10073	SQL Injection - BigQuery	BigQuery injection	3	3	TRUE
10074	SQL Injection - Snowflake	Snowflake injection	3	3	TRUE
10075	SQL Injection - Redshift	Redshift injection	3	3	TRUE
10076	SQL Injection - ClickHouse	ClickHouse injection	3	3	TRUE
10077	SQL Injection - Druid	Druid injection	3	3	TRUE
10078	SQL Injection - Pinot	Pinot injection	3	3	TRUE
10079	SQL Injection - Kylin	Kylin injection	3	3	TRUE
10080	SQL Injection - Kudu	Kudu injection	3	3	TRUE
10081	SQL Injection - Phoenix	Phoenix injection	3	3	TRUE
10082	SQL Injection - Trafodion	Trafodion injection	3	3	TRUE
10083	SQL Injection - Splice Machine	Splice Machine injection	3	3	TRUE
10084	SQL Injection - CrateDB	CrateDB injection	3	3	TRUE
10085	SQL Injection - ArangoDB	ArangoDB injection	3	3	TRUE
10086	SQL Injection - OrientDB	OrientDB injection	3	3	TRUE
10087	SQL Injection - Titan	Titan injection	3	3	TRUE
10088	SQL Injection - JanusGraph	JanusGraph injection	3	3	TRUE
10089	SQL Injection - HugeGraph	HugeGraph injection	3	3	TRUE
10090	SQL Injection - Nebula Graph	Nebula Graph injection	3	3	TRUE
10091	SQL Injection - Dgraph	Dgraph injection	3	3	TRUE
10092	SQL Injection - TigerGraph	TigerGraph injection	3	3	TRUE
10093	SQL Injection - Amazon Neptune	Amazon Neptune injection	3	3	TRUE
10094	SQL Injection - Azure Cosmos DB	Azure Cosmos DB injection	3	3	TRUE
10095	SQL Injection - Google Cloud Spanner	Google Cloud Spanner injection	3	3	TRUE
10096	SQL Injection - YugabyteDB	YugabyteDB injection	3	3	TRUE
10097	SQL Injection - CockroachDB	CockroachDB injection	3	3	TRUE
10098	SQL Injection - YDB	YDB injection	3	3	TRUE
10099	SQL Injection - FoundationDB	FoundationDB injection	3	3	TRUE
10100	SQL Injection - TiKV	TiKV injection	3	3	TRUE
10101	SQL Injection - etcd	etcd injection	3	3	TRUE
10102	SQL Injection - Consul	Consul injection	3	3	TRUE
10103	SQL Injection - ZooKeeper	ZooKeeper injection	3	3	TRUE
10104	SQL Injection - BookKeeper	BookKeeper injection	3	3	TRUE
10105	SQL Injection - Curator	Curator injection	3	3	TRUE
10106	SQL Injection - Eureka	Eureka injection	3	3	TRUE
10107	SQL Injection - Nacos	Nacos injection	3	3	TRUE
10108	SQL Injection - Polaris	Polaris injection	3	3	TRUE
10109	SQL Injection - Microservice Registry	Microservice Registry injection	3	3	TRUE
10110	SQL Injection - Service Mesh	Service Mesh injection	3	3	TRUE
10111	SQL Injection - Istio	Istio injection	3	3	TRUE
10112	SQL Injection - Linkerd	Linkerd injection	3	3	TRUE
10113	SQL Injection - Envoy	Envoy injection	3	3	TRUE
10114	SQL Injection - NGINX	NGINX injection	3	3	TRUE
10115	SQL Injection - HAProxy	HAProxy injection	3	3	TRUE
10116	SQL Injection - Traefik	Traefik injection	3	3	TRUE
10117	SQL Injection - Caddy	Caddy injection	3	3	TRUE
10118	SQL Injection - Apache	Apache injection	3	3	TRUE
10119	SQL Injection - Tomcat	Tomcat injection	3	3	TRUE
10120	SQL Injection - Jetty	Jetty injection	3	3	TRUE
10121	SQL Injection - Undertow	Undertow injection	3	3	TRUE
10122	SQL Injection - Netty	Netty injection	3	3	TRUE
10123	SQL Injection - Vert.x	Vert.x injection	3	3	TRUE
10124	SQL Injection - Quarkus	Quarkus injection	3	3	TRUE
10125	SQL Injection - Micronaut	Micronaut injection	3	3	TRUE
10126	SQL Injection - Helidon	Helidon injection	3	3	TRUE
10127	SQL Injection - Ktor	Ktor injection	3	3	TRUE
10128	SQL Injection - Spring Boot	Spring Boot injection	3	3	TRUE
10129	SQL Injection - Express.js	Express.js injection	3	3	TRUE
10130	SQL Injection - Fastify	Fastify injection	3	3	TRUE
10131	SQL Injection - Koa.js	Koa.js injection	3	3	TRUE
10132	SQL Injection - Hapi.js	Hapi.js injection	3	3	TRUE
10133	SQL Injection - Restify	Restify injection	3	3	TRUE
10134	SQL Injection - Sails.js	Sails.js injection	3	3	TRUE
10135	SQL Injection - LoopBack	LoopBack injection	3	3	TRUE
10136	SQL Injection - AdonisJS	AdonisJS injection	3	3	TRUE
10137	SQL Injection - NestJS	NestJS injection	3	3	TRUE
10138	SQL Injection - FastAPI	FastAPI injection	3	3	TRUE
10139	SQL Injection - Flask	Flask injection	3	3	TRUE
10140	SQL Injection - Django	Django injection	3	3	TRUE
10141	SQL Injection - Ruby on Rails	Ruby on Rails injection	3	3	TRUE
10142	SQL Injection - Sinatra	Sinatra injection	3	3	TRUE
10143	SQL Injection - Hanami	Hanami injection	3	3	TRUE
10144	SQL Injection - Grape	Grape injection	3	3	TRUE
10145	SQL Injection - Laravel	Laravel injection	3	3	TRUE
10146	SQL Injection - Symfony	Symfony injection	3	3	TRUE
10147	SQL Injection - CodeIgniter	CodeIgniter injection	3	3	TRUE
10148	SQL Injection - CakePHP	CakePHP injection	3	3	TRUE
10149	SQL Injection - Yii	Yii injection	3	3	TRUE
10150	SQL Injection - Phalcon	Phalcon injection	3	3	TRUE
10151	SQL Injection - Slim	Slim injection	3	3	TRUE
10152	SQL Injection - Lumen	Lumen injection	3	3	TRUE
10153	SQL Injection - Zend Framework	Zend Framework injection	3	3	TRUE
10154	SQL Injection - FuelPHP	FuelPHP injection	3	3	TRUE
10155	SQL Injection - Fat-Free Framework	Fat-Free Framework injection	3	3	TRUE
10156	SQL Injection - Flight	Framework injection	3	3	TRUE
10157	SQL Injection - PHPixie	PHPixie injection	3	3	TRUE
10158	SQL Injection - PPI Framework	PPI Framework injection	3	3	TRUE
10159	SQL Injection - LemonStand	LemonStand injection	3	3	TRUE
10160	SQL Injection - OctoberCMS	OctoberCMS injection	3	3	TRUE
10161	SQL Injection - PyroCMS	PyroCMS injection	3	3	TRUE
10162	SQL Injection - Craft CMS	Craft CMS injection	3	3	TRUE
10163	SQL Injection - Statamic	Statamic injection	3	3	TRUE
10164	SQL Injection - Kirby	Kirby injection	3	3	TRUE
10165	SQL Injection - Pico	Pico injection	3	3	TRUE
10166	SQL Injection - Grav	Grav injection	3	3	TRUE
10167	SQL Injection - Bolt	Bolt injection	3	3	TRUE
10168	SQL Injection - Directus	Directus injection	3	3	TRUE
10169	SQL Injection - Strapi	Strapi injection	3	3	TRUE
10170	SQL Injection - Payload CMS	Payload CMS injection	3	3	TRUE
10171	SQL Injection - KeystoneJS	KeystoneJS injection	3	3	TRUE
10172	SQL Injection - ApostropheCMS	ApostropheCMS injection	3	3	TRUE
10173	SQL Injection - Ghost	Ghost injection	3	3	TRUE
10174	SQL Injection - WordPress	WordPress injection	3	3	TRUE
10175	SQL Injection - Drupal	Drupal injection	3	3	TRUE
10176	SQL Injection - Joomla	Joomla injection	3	3	TRUE
10177	SQL Injection - Magento	Magento injection	3	3	TRUE
10178	SQL Injection - OpenCart	OpenCart injection	3	3	TRUE
10179	SQL Injection - PrestaShop	PrestaShop injection	3	3	TRUE
10180	SQL Injection - WooCommerce	WooCommerce injection	3	3	TRUE
10181	SQL Injection - Shopify	Shopify injection	3	3	TRUE
10182	SQL Injection - BigCommerce	BigCommerce injection	3	3	TRUE
10183	SQL Injection - Volusion	Volusion injection	3	3	TRUE
10184	SQL Injection - 3dcart	3dcart injection	3	3	TRUE
10185	SQL Injection - X-Cart	X-Cart injection	3	3	TRUE
10186	SQL Injection - osCommerce	osCommerce injection	3	3	TRUE
10187	SQL Injection - Zen Cart	Zen Cart injection	3	3	TRUE
10188	SQL Injection - CRE Loaded	CRE Loaded injection	3	3	TRUE
10189	SQL Injection - Loaded Commerce	Loaded Commerce injection	3	3	TRUE
10190	SQL Injection - Pinnacle Cart	Pinnacle Cart injection	3	3	TRUE
10191	SQL Injection - TomatoCart	TomatoCart injection	3	3	TRUE
10192	SQL Injection - AbanteCart	AbanteCart injection	3	3	TRUE
10193	SQL Injection - Arastta	Arastta injection	3	3	TRUE
10194	SQL Injection - LiteCart	LiteCart injection	3	3	TRUE
10195	SQL Injection - BoxBilling	BoxBilling injection	3	3	TRUE
10196	SQL Injection - WHMCS	WHMCS injection	3	3	TRUE
10197	SQL Injection - Blesta	Blesta injection	3	3	TRUE
10198	SQL Injection - HostBill	HostBill injection	3	3	TRUE
10199	SQL Injection - Ubersmith	Ubersmith injection	3	3	TRUE
10200	SQL Injection - ClientExec	ClientExec injection	3	3	TRUE
10201	SQL Injection - ModernBill	ModernBill injection	3	3	TRUE
10202	SQL Injection - phpCoin	phpCoin injection	3	3	TRUE
10203	SQL Injection - AccountLab Plus	AccountLab Plus injection	3	3	TRUE
10204	SQL Injection - iDevAffiliate	iDevAffiliate injection	3	3	TRUE
10205	SQL Injection - Post Affiliate Pro	Post Affiliate Pro injection	3	3	TRUE
10206	SQL Injection - Affiliate Window	Affiliate Window injection	3	3	TRUE
10207	SQL Injection - ShareASale	ShareASale injection	3	3	TRUE
10208	SQL Injection - Commission Junction	Commission Junction injection	3	3	TRUE
10209	SQL Injection - Rakuten	Rakuten injection	3	3	TRUE
10210	SQL Injection - Awin	Awin injection	3	3	TRUE
10211	SQL Injection - Tradedoubler	Tradedoubler injection	3	3	TRUE
10212	SQL Injection - Webgains	Webgains injection	3	3	TRUE
10213	SQL Injection - Affiliate Future	Affiliate Future injection	3	3	TRUE
10214	SQL Injection - TradeTracker	TradeTracker injection	3	3	TRUE
10215	SQL Injection - Daisycon	Daisycon injection	3	3	TRUE
10216	SQL Injection - Admitad	Admitad injection	3	3	TRUE
10217	SQL Injection - Gdeslon	Gdeslon injection	3	3	TRUE
10218	SQL Injection - CityAds	CityAds injection	3	3	TRUE
10219	SQL Injection - ClickBank	ClickBank injection	3	3	TRUE
10220	SQL Injection - JVZoo	JVZoo injection	3	3	TRUE
10221	SQL Injection - WarriorPlus	WarriorPlus injection	3	3	TRUE
10222	SQL Injection - ClickFunnels	ClickFunnels injection	3	3	TRUE
10223	SQL Injection - Kartra	Kartra injection	3	3	TRUE
10224	SQL Injection - GrooveFunnels	GrooveFunnels injection	3	3	TRUE
10225	SQL Injection - Systeme.io	Systeme.io injection	3	3	TRUE
10226	SQL Injection - Builderall	Builderall injection	3	3	TRUE
10227	SQL Injection - SendOwl	SendOwl injection	3	3	TRUE
10228	SQL Injection - Gumroad	Gumroad injection	3	3	TRUE
10229	SQL Injection - Sellfy	Sellfy injection	3	3	TRUE
10230	SQL Injection - FastSpring	FastSpring injection	3	3	TRUE
10231	SQL Injection - Paddle	Paddle injection	3	3	TRUE
10232	SQL Injection - BMT Micro	BMT Micro injection	3	3	TRUE
10233	SQL Injection - Plimus	Plimus injection	3	3	TRUE
10234	SQL Injection - Avangate	Avangate injection	3	3	TRUE
10235	SQL Injection - 2Checkout	2Checkout injection	3	3	TRUE
10236	SQL Injection - SWREG	SWREG injection	3	3	TRUE
10237	SQL Injection - RegNow	RegNow injection	3	3	TRUE
10238	SQL Injection - RegSoft	RegSoft injection	3	3	TRUE
